,code,level,processed_code
176877,"choice is ask heads or tales?
if choice is heads print 'you win' else print 'lose'",6,% % % % % % is ask % % % % % % % % % % % % % if % % % % % % is % % % % % print % % % % % % % % else print % % % % % % 
176883,choice is ask 'heads or tales',6,% % % % % % is ask % % % % % % % % % % % % % % 
176937,"computer is Rock, Paper, Scissors
computer1 is ask please choose Rock, Paper, Scissors
player1 is computer at random",6,% % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % 
176952,"computer is Rock, Paper, Scissors
player1 is computer at random",6,% % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % 
177053,"player1 is rck, paper, scissors
player2 is rock, paper, scissors
move is ask what is your move?",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % 
177072,"food is Pizza, Steak, Fish
customer is ask What special do you have today?
if food is Pizza repeat 3 times print 'pretty!' else repeat 5 times print 'meh'",6,% % % % is % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % is % % % % % repeat % % % % % % print % % % % % % % % % else repeat % % % % % % print % % % % % 
177086,"player1 is rck, paper, scissors
move is ask what is your move?
",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % 
177087,"player1 is rock, paper, scissors
move is ask what is your move?
",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % 
177186,"antwoord is ask Hoeveel is 10 + 10?
if antwoord is 20 print 'Goedzo!' else print 'Foutje'",6,% % % % % % % % is ask % % % % % % % is % % +% % % if % % % % % % % % is % % print % % % % % % % % % else print % % % % % % % % 
177285,"print 'todays specials pizza, steak, fish'
food is ask what would you like to order
if food is pizza repeat 3 times print 'pretty!' else repeat 5 times print 'meh'",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % is % % % % % repeat % % % % % % print % % % % % % % % % else repeat % % % % % % print % % % % % 
177325,"moves is Rock, Paper, Scissors
print 'Player1 plays'
print moves at 0
print 'player2 plays'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else if answer is Paper repeat 1 times print 'player1 wins'
if answer is Scissors print 'Tie' else print ''",6,% % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % repeat % % % % % % print % % % % % % % % % % % % % if % % % % % % is % % % % % % % % print % % % % % else print % % 
177330,"moves is Rock, Paper, Scissors
print 'Player1 plays'
print moves at 0
print 'player2 plays'
answer is ask what is your move?
print answer
if answer is Rock repeat 1 times print 'player2 wins' else if answer is Paper repeat 1 times print 'player1 wins'
if answer is Scissors repeat 1 times print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % repeat % % % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % repeat % % % % % % print % % % % % % % % % % % % % if % % % % % % is % % % % % % % % repeat % % % % % % print % % % % % 
177464,"print 'specials pizza, steak, fish'
food is ask what would you like to order
",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % 
177474,pet is ask what is your favorite pet?,6,% % % is ask % % % % is % % % % % % % % % % % % % % % % 
177482,"GameMoves is Rock,Paper,Scissors
Player2 is ask Your Turn:
print 'Player1: ' GameMoves at random",6,% % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :print % % % % % % % % :% % % % % % % % % % % % % % % % % % 
177499,print print,6,print print 
177500,"print 'print'
print 'If'",6,print % % % % % % % print % % % % 
177510,"GameMoves is Rock,Paper,Scissors
Player2 is ask Your Turn: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Have Another Go: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Final Try: Rock Paper or Scissors
print 'Player1: ' GameMoves at random",6,% % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % 
177537,"print 'Make sure the first letter of your input is in caps. Enjoy!'
GameMoves is Rock,Paper,Scissors
Player2 is ask Your Turn: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Have Another Go: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Final Try: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
print 'GAME OVER'
",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % print % % % % % % % % % % 
177538,"print 'Make sure the first letter of your input is in caps.'
GameMoves is Rock,Paper,Scissors
Player2 is ask Your Turn: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Have Another Go: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Final Try: Rock Paper or Scissors
print 'Player1: ' GameMoves at random

",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % 
177540,"print 'Make sure the first letter of your input is in caps. Enjoy!'
GameMoves is Rock,Paper,Scissors
Player2 is ask Your Turn: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Have Another Go: Rock Paper or Scissors
print 'Player1: ' GameMoves at random
Player2 is ask Final Try: Rock Paper or Scissors
print 'Player1: ' GameMoves at random

",6,print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % .% % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % % % 
177551,"food is Pizza, Steak, Fish
customer is ask What special do you have today?
waiter is ask what can i help with?
if food is Pizza repeat 3 times print 'pretty!' else repeat 5 times print 'meh'",6,% % % % is % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % if % % % % is % % % % % repeat % % % % % % print % % % % % % % % % else repeat % % % % % % print % % % % % 
178241,"print 'Customer: What specials do you have today?'
print 'Waiter: we have Pizza steak or Fish'
special is ask what would you like to have?
if special is pizza print 'coming up'",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % 
178246,"print 'Customer: What specials do you have today?'
print 'Waiter: we have Pizza steak or Fish'
special is ask what would you like to have?
if special is pizza print 'coming up'
if special is steak print 'coming right up'",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % % % % % % 
178249,"print 'Customer: What specials do you have today?'
print 'Waiter: we have Pizza steak or Fish'
special is ask what would you like to have?
if special is pizza print 'coming up'
if special is steak print 'coming right up'
if special is fish print 'on its way'",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % % % % % % if % % % % % % % is % % % % print % % % % % % % % % % 
178297,"print 'Customer: What specials do you have today?'
print 'Waiter: we have Pizza steak or Fish'
special is ask what would you like to have?
if special is pizza print 'coming up' else print ''
if special is steak print 'coming right up' else print ''
if special is Fish print 'coming up' else print ''",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % is % % % % % print % % % % % % % % % % else print % % if % % % % % % % is % % % % % print % % % % % % % % % % % % % % % else print % % if % % % % % % % is % % % % print % % % % % % % % % % else print % % 
178322,"menu is ask would you like a kota, sushi or pizza?
if menu is kota print 'let us go to South Afica' else if menu is sushi print 'let us fly to Tokyo for some sushi' else if menu is pizza print 'Italy is where we are headed for pizza' else print ' '",6,% % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % is % % % % print % % % % % % % % % % % % % % % % % % % % % else if % % % % is % % % % % print % % % % % % % % % % % % % % % % for % % % % % % % % % % else if % % % % is % % % % % print % % % % % % is % % % % % % % % % % % % % % % % for % % % % % % else print % % 
178350,"menu is ask would you like a kota or sushi or pizza?
if menu is kota print 'I see you enjoy local cuisine'
if menu is sushi print 'I see you are into some Japanese!'
if menu is pizza print 'I see you have a craving for some Italian cuisine'",6,% % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % is % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % % % % % for % % % % % % % % % % % % % % % % % % % 
178484,"player1 is rock,paper,scissors
player2 is ask what is your move?
print 'Player1: ' player1 at random 
print 'Player2: ' player2
player1 is rock,paper,scissors
player2 is ask what is your move?
print 'Player1: ' player1 at random 
print 'Player2: ' player2",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % 
178491,"player1 is rock,paper,scissors
player2 is ask what is your move?
print 'Player1: ' player1 at random 
print 'Player2: ' player2
player1 is rock,paper,scissors
player2 is ask what is your move?
print 'Player1: ' player1 at random 
print 'Player2: ' player2
player1 is rock,paper,scissors
player2 is ask what is your move?
print 'Player1: ' player1 at random 
print 'Player2: ' player2",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % % % :% % % % % % % % % % % % % % % % print % % % % % % % % :% % % % % % % % 
178877,print ' 100 devide 10 ' 10/100,6,print % % % % % % % % % % % % % % % /% % % 
178882,print good * 5,6,print % % % % *% 
178885,print ' 100 devide by 10 ' 10/100,6,print % % % % % % % % % % % % % % % % % /% % % 
178887,print ' 100 devide by 10 is ' 10/100,6,print % % % % % % % % % % % % % % is % % % /% % % 
179542,"food_ is ask What is your favourite food?
if food_ is food_ repeat 5 times print food_",6,% % % % _is ask % % % % is % % % % % % % % % % % % % % % % % % if % % % % _is % % % % _repeat % % % % % % print % % % % _
179604,"print 1*3
print 2*3-3",6,print % *% print % *% -% 
179815,"print 'Welcome to Wethinkcode_'
print 'Wethinkcode_ is a peer to peer learning institution'",6,print % % % % % % % % % % % % % % % % % % % % % _% print % % % % % % % % % % % % _is % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
179882,if color is green repeat 3 times print 'pretty!' else,6,if % % % % % is % % % % % repeat % % % % % % print % % % % % % % % % else 
179924,"pet_ is ask what is your favorite pet?
",6,% % % _is ask % % % % is % % % % % % % % % % % % % % % % 
179983,"moves is Rock, Paper, Scissors
print 'Player1 plays'
print moves at 2
print 'player2 plays'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else print 'player1 wins'",6,% % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else print % % % % % % % % % % % % % 
180482,"moves is Rock, Paper, Scissors
print 'Player1 plays'
print moves at 2
print 'player2 plays'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else if answer is 'Paper' print 'player1 wins'",6,% % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % % % print % % % % % % % % % % % % % 
180492,"moves is Rock, Paper, Scissors
print 'Player1 plays'
print moves at 2
print 'player2 plays'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else if answer is Paper print 'player1 wins'",6,% % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % print % % % % % % % % % % % % % 
180507,"moves is Rock, Paper, Scissors
print 'Player1 plays'
print moves at 2
print 'player2 plays'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else if answer is Paper print 'player1 wins'
if answer is Scissors print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % print % % % % % % % % print % % % % % % % % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % print % % % % % % % % % % % % % if % % % % % % is % % % % % % % % print % % % % % 
180630,"moves is Rock, Paper, Scissors
program is player1
human is player2
print 'program'
print moves at random
print 'human'
answer is ask what is your move?
print answer
if answer is Rock repeat 1 times print 'player2 wins' else if answer is Paper repeat 1 times print 'player1 wins'
if answer is Scissors repeat 1 times print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % print % % % % % % % % % % % % % print % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % repeat % % % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % repeat % % % % % % print % % % % % % % % % % % % % if % % % % % % is % % % % % % % % repeat % % % % % % print % % % % % 
180707,"moves is Rock, Paper, Scissors
program is player1
human is player2
print 'program'
print moves at random
print 'human'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else if answer is Paper print 'player1 wins'
if answer is Scissors repeat 1 times print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % print % % % % % % % % % % % % % print % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % print % % % % % % % % % % % % % if % % % % % % is % % % % % % % % repeat % % % % % % print % % % % % 
180767,"moves is Rock, Paper, Scissors
program is player1
human is player2
print 'program'
print moves at random
print 'human'
answer is ask what is your move?
print answer
if answer is Rock print 'player2 wins' else if answer is Paper print 'player1 wins'
if moves is Scissors repeat 1 times print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % print % % % % % % % % % % % % % print % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % print % % % % % % % % % % % % % else if % % % % % % is % % % % % print % % % % % % % % % % % % % if % % % % % is % % % % % % % % repeat % % % % % % print % % % % % 
180874,"moves is Rock, Paper, Scissors
program is player1
human is player2
print 'program'
print moves at random
print 'human'
answer is ask what is your move?
print answer
if answer is moves print 'Tie' else if answer is Paper print 'player1 wins'
if moves is Scissors print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % print % % % % % % % % % % % % % print % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % % print % % % % % else if % % % % % % is % % % % % print % % % % % % % % % % % % % if % % % % % is % % % % % % % % print % % % % % 
180887,"moves is Rock, Paper, Scissors
program is player1
human is player2
print 'program'
print moves at random
print 'human'
answer is ask what is your move?
print answer
if answer is moves print 'Tie' else if answer is Paper print 'player1 wins'
if moves is Rock print 'Tie'",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % is % % % % % % % print % % % % % % % % % print % % % % % % % % % % % % % print % % % % % % % % % % % % % is ask % % % % is % % % % % % % % % print % % % % % % if % % % % % % is % % % % % print % % % % % else if % % % % % % is % % % % % print % % % % % % % % % % % % % if % % % % % is % % % % print % % % % % 
182224,"keuzes is 1,2,3,4,regenworm
punten is 0
worp is keuzes at random
print 'je gooide ' worp
if worp is regenworm punten is 5 else punten is punten * worp
print puntenprint punten",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % is % % % % % is % % % % % % % % % % % % % % print % % % % % % % % % % % % % % if % % % % is % % % % % % % % % % % % % % % is % else % % % % % % is % % % % % % *% % % % print % % % % % % % % % % % % % % % % % 
182821,"Player is ask What move is rock, paper or scissors ?
if player is rock repeat 3 times print 'pretty!' else repeat 5 times print 'rock' ",6,% % % % % % is ask % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % if % % % % % % is % % % % repeat % % % % % % print % % % % % % % % % else repeat % % % % % % print % % % % % % 
182824,"Player is ask What move is rock, paper or scissors ?
if player is rock print 'correct!' else print 'rock' ",6,% % % % % % is ask % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % if % % % % % % is % % % % print % % % % % % % % % % else print % % % % % % 
182826,"Player1 is ask What move is rock, paper or scissors ?
if player is rock print 'correct!' else print 'rock correct' ",6,% % % % % % % is ask % % % % % % % % is % % % % % % % % % % % % % % % % % % % % % if % % % % % % is % % % % print % % % % % % % % % % else print % % % % % % % % % % % % % 
183159,"specials is mutton,steak,chicken
print 'customer: what specials to you have today?'
print 'waiter: we have mutton, steak, chicken'
specials is ask What would you like to have?
if specials is steak print 'good!'
if specials is mutton print 'tasty!'
if specials is chicken print 'delish'",6,% % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % print % % % % % % % if % % % % % % % % is % % % % % % print % % % % % % % % if % % % % % % % % is % % % % % % % print % % % % % % % % 
183160,"specials is mutton,steak,chicken
print 'customer: what specials to you have today?'
specials is ask What would you like to have?
if specials is steak print 'good!'
if specials is mutton print 'tasty!'
if specials is chicken print 'delish'",6,% % % % % % % % is % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % print % % % % % % % if % % % % % % % % is % % % % % % print % % % % % % % % if % % % % % % % % is % % % % % % % print % % % % % % % % 
183161,"specials is mutton,steak,chicken
specials is ask What would you like to have?
if specials is steak print 'good!'
if specials is mutton print 'tasty!'
if specials is chicken print 'delish'",6,% % % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % % print % % % % % % % if % % % % % % % % is % % % % % % print % % % % % % % % if % % % % % % % % is % % % % % % % print % % % % % % % % 
183527,"answer is ask what is 40 x 85
if answer is 3400 print 'nice one' else print 'oops try again'",6,% % % % % % is ask % % % % is % % % % % if % % % % % % is % % % % print % % % % % % % % % else print % % % % % % % % % % % % % % 
183849,"specials is ask what specials do you have today?
if specials is fish print 'Ok your special coming rightup' else print 'we dont have that on our special today'",6,% % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % % % if % % % % % % % % is % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % else print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % 
184474,"print 'Customer: What specials do you have today?'
print '....'
print 'Waiter: We have Pizza, Steak or Fish'
print '....'
order is ask What would like to order Pizza / Steak or Fish
print 'Customer: I would like the ' order
print '....'
",6,print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % % print % ....% print % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % print % ....% % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % % % % /% % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % print % ....% 
184678,"player1 is Rock, Paper, Scissors
player1 is ask player1
print player1",6,% % % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % print % % % % % % % 
184803,"option is Rock, Paper, Scissors
player1 is ask player1
print 'option'",6,% % % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % print % % % % % % % % 
184901,"food is fish, steak, pizza
print 'customer:What special do you have today?'
print 'waiter we have fish, steak, pizza'
food is ask order?
if food is fish print 'available!'
if food is steak print 'make order'
if food is pizza print 'pizza available'",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % if % % % % is % % % % print % % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % 
184921,"food is fish, steak, pizza
print 'customer:What special do you have today?'
print 'waiter we have fish, steak, pizza'
waiter is ask order?
if food is fish print 'available!'
if food is steak print 'make order'
if food is pizza print 'pizza available'",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % if % % % % is % % % % print % % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % 
184941,"food is fish, steak, pizza
print 'customer:What special do you have today?'
print 'waiter we have fish, steak, pizza'
waiter is ask order?
if food is fish print 'available!' else print ''
if food is steak print 'make order' else print ''
if food is pizza print 'pizza available' else print ''",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % if % % % % is % % % % print % % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % else print % % 
184950,"food is fish, steak, pizza
print 'customer:What special do you have today?'
print 'waiter we have fish, steak, pizza'
food is ask order?
if food is fish print 'available!' else print ''
if food is steak print 'make order' else print ''
if food is pizza print 'pizza available' else print ''",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % if % % % % is % % % % print % % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % else print % % 
184956,"food is fish, steak, pizza
print 'customer:What special do you have today?'
print 'waiter we have fish, steak, pizza'
food is ask oder?
if food is fish print 'available!' else print ''
if food is steak print 'make order' else print ''
if food is pizza print 'pizza available' else print ''",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % if % % % % is % % % % print % % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % else print % % 
185005,"food is fish, steak, pizza
print 'customer:What special do you have today?'
print 'waiter we have fish, steak, pizza'
food is ask what special?
if food is fish print 'available!' else print ''
if food is steak print 'make order' else print ''
if food is pizza print 'pizza available' else print ''",6,% % % % is % % % % % % % % % % % % % % % % print % % % % % % % % % :% % % % % % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % if % % % % is % % % % print % % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % else print % % if % % % % is % % % % % print % % % % % % % % % % % % % % % % else print % % 
185202,"moves is Rock, Paper, Scissors
player1 is moves at random
player2 is ask Rock or Paper or Scissors?
print 'player1 plays ' player1 
print 'player2 plays ' player2",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % print % % % % % % % % % % % % % % % % % % % % % 
185321,"moves is Rock, Paper, Scissors
player1 is moves at random
player2 is ask Rock or Paper or Scissors?
print player1 repeat 3 times
print player2 repeat 3 times",6,% % % % % is % % % % % % % % % % % % % % % % % % % % % % % % % % is % % % % % % % % % % % % % % % % % % % % is ask % % % % % % % % % % % % % % % % % % % % % % print % % % % % % % repeat % % % % % % print % % % % % % % repeat % % % % % % 
